model_name,pixel_count,img_id,actual_class,predicted_class,success,confidence_diff,prior_probs,predicted_probs,perturbation
LeNet,1,792,1,1,False,0.0,"[2.0569991e-12 1.0000000e+00 9.0285025e-14 3.9467689e-13 7.8245917e-12
 9.3545603e-20 4.1119960e-10 6.2364175e-23 3.8959344e-12 1.4904667e-16]","[3.1809457e-12 1.0000000e+00 1.7271648e-13 7.3111878e-13 1.5080886e-11
 2.7755293e-19 4.9700621e-10 2.4314622e-22 8.2190478e-12 3.2848562e-16]",[ 11.80618555  21.63649669 100.38518872]
LeNet,1,1221,1,1,False,0.0017697811,"[1.2822849e-05 9.9994504e-01 1.1789671e-08 1.2873564e-07 2.4233677e-07
 3.7409037e-14 4.1769861e-05 1.2266261e-16 1.6040115e-08 2.5023376e-11]","[7.1227597e-04 9.9817526e-01 7.1327781e-07 1.3184856e-05 9.8114115e-06
 1.8337384e-11 1.0851996e-03 1.1360851e-13 3.5377682e-06 2.0547846e-09]",[ 12.70511806  23.77240435 254.49252798]
LeNet,1,5205,1,1,False,4.529953e-06,"[7.6104554e-09 9.9999988e-01 3.5128742e-09 1.6315152e-08 9.3236530e-09
 5.3758208e-15 1.4285338e-07 4.4124378e-17 5.2283697e-09 9.4406254e-14]","[2.2212527e-07 9.9999535e-01 1.5085881e-07 6.6688597e-07 5.4720795e-07
 1.7361911e-12 2.5660640e-06 1.0439094e-13 3.1884500e-07 1.6135255e-11]",[ 15.18352134  22.61013888 254.20792676]
LeNet,1,9252,1,1,False,6.3061714e-05,"[3.7825865e-07 9.9999201e-01 1.2481857e-07 1.8491808e-06 3.0393082e-06
 3.4864384e-10 2.3363043e-06 1.6518520e-12 1.9102387e-07 1.8217188e-08]","[3.64764946e-06 9.99928951e-01 1.00084469e-06 1.78099144e-05
 3.46532761e-05 8.97016061e-09 1.13655415e-05 1.84152485e-10
 2.44180546e-06 2.66621072e-07]",[ 14.9611682   24.33437477 254.01483472]
LeNet,1,7632,1,1,False,1.6093254e-05,"[4.6724211e-09 9.9999881e-01 9.0791208e-11 8.4065294e-10 1.6581231e-08
 3.9591591e-17 1.1805619e-06 5.1674945e-19 4.1404321e-11 4.4330733e-14]","[6.3915472e-08 9.9998271e-01 1.2061901e-09 9.0541166e-09 2.6286710e-07
 1.6529308e-15 1.6931514e-05 1.5752826e-16 8.4851665e-10 1.2866480e-12]",[ 13.18485606  23.42341288 254.64657696]
LeNet,1,146,1,1,False,0.0009506941,"[2.9350374e-06 9.9992383e-01 5.6655796e-08 1.6641184e-06 3.4197499e-06
 7.6582646e-12 6.8081332e-05 3.1792382e-14 4.4737267e-09 1.0081366e-09]","[3.7003265e-05 9.9897313e-01 3.0507775e-07 2.9852323e-05 2.0188114e-05
 2.0164935e-10 9.3924970e-04 9.7245551e-13 9.0451003e-08 9.7357660e-09]",[  6.1346815    4.26169814 254.94953548]
LeNet,1,554,1,1,False,0.0005360842,"[1.4442572e-06 9.9995387e-01 7.1809768e-07 4.1323633e-06 1.1109478e-06
 7.1274688e-12 3.6771442e-05 7.5779735e-14 2.0646282e-06 3.8682273e-11]","[1.02220765e-05 9.99417782e-01 1.66816008e-05 8.52029480e-05
 1.95785196e-05 4.93369567e-10 3.67288478e-04 2.61034822e-11
 8.33180166e-05 1.51630919e-09]",[ 15.58572564  22.55730931 254.35323681]
LeNet,1,7423,1,1,False,1.4543533e-05,"[8.2253180e-08 9.9999952e-01 2.5250013e-09 5.7306551e-08 2.7703340e-08
 1.0207041e-14 3.1643171e-07 2.8498051e-18 2.8579875e-10 2.1655815e-12]","[5.9195377e-06 9.9998498e-01 9.7623762e-08 2.5472293e-06 1.1936859e-06
 6.7748511e-12 5.2983510e-06 3.2047896e-15 2.5731461e-08 2.6336361e-10]",[ 12.94955915  23.23292671 254.22644007]
LeNet,1,6046,1,1,False,1.66893e-06,"[4.2812920e-10 1.0000000e+00 3.2819106e-10 4.5160888e-08 1.2472132e-10
 8.2173080e-16 2.2589726e-09 7.8993874e-20 2.0683775e-08 1.5462219e-14]","[1.9140565e-09 9.9999833e-01 8.3680876e-09 9.0263757e-07 2.8137517e-09
 3.2741350e-13 2.3714476e-08 5.5798785e-17 7.3875731e-07 1.9677096e-12]",[ 16.28909723  22.05706842 252.07304643]
LeNet,1,9853,1,1,False,2.4914742e-05,"[1.3344673e-07 9.9999869e-01 7.8192786e-10 1.9163109e-09 7.6637263e-10
 7.1352001e-16 1.2264069e-06 2.3950361e-19 1.0051414e-10 1.1738215e-13]","[2.5125862e-06 9.9997377e-01 9.3443822e-09 3.5707096e-08 5.3335172e-09
 4.2650823e-14 2.3722074e-05 3.2546341e-17 2.1918041e-09 2.6517146e-12]",[  8.08677713   4.70479246 254.35401427]
LeNet,1,4286,2,2,False,0.15439832,"[3.6692774e-04 5.9805839e-06 9.5900208e-01 9.2256312e-05 3.7687130e-02
 6.5221275e-06 2.8306216e-03 1.4568015e-09 8.4768672e-06 6.2649828e-09]","[5.8834720e-04 1.9842575e-05 8.0460376e-01 2.3143066e-04 1.8938455e-01
 3.5757024e-05 5.1138671e-03 5.8047673e-09 2.2475109e-05 3.1506222e-08]",[ 18.48455227  14.41644762 254.30976042]
LeNet,1,1238,2,2,False,0.4184664,"[1.4803703e-04 1.1935078e-13 9.2499036e-01 2.6335883e-07 6.3180946e-02
 7.8780461e-11 1.1680401e-02 1.3841091e-11 1.0544394e-08 4.6348911e-13]","[4.1472516e-04 2.0800436e-12 5.0652397e-01 7.1247962e-07 4.2941791e-01
 3.0989633e-10 6.3642733e-02 2.7049030e-10 2.0650814e-08 3.9773983e-12]",[15.64554303 14.30584898  0.3945547 ]
LeNet,1,6519,2,2,False,0.24270684,"[4.6854918e-03 1.8144480e-06 9.8016846e-01 2.3187761e-08 1.3246213e-02
 5.9137134e-10 1.8463447e-03 3.3567032e-10 5.1495132e-05 1.0473109e-09]","[4.9773813e-03 7.3108218e-05 7.3746163e-01 2.9732126e-07 2.4861039e-01
 2.8601916e-09 8.6998893e-03 2.5947442e-09 1.7742890e-04 7.4814954e-09]",[24.22452437 14.0216935   0.11833158]
LeNet,1,48,2,4,True,0.22146028,"[2.0439498e-02 1.5657923e-05 4.7380427e-01 8.5748443e-03 3.8011003e-01
 3.6700166e-04 1.1613728e-01 1.8750823e-05 4.9899897e-04 3.3720309e-05]","[1.6877297e-02 2.1613545e-05 2.5234398e-01 8.8968389e-03 4.5009056e-01
 2.6645258e-04 2.7079529e-01 3.1395830e-05 6.0954737e-04 6.7100395e-05]",[ 26.25076062  11.99354124 253.45293558]
LeNet,1,525,2,2,False,0.100863576,"[2.1427481e-05 5.3434557e-10 9.8556083e-01 2.5555809e-07 1.3808426e-02
 1.5265519e-10 6.0903287e-04 2.5372747e-11 4.7401048e-09 7.0285232e-12]","[3.96199830e-05 6.75709710e-09 8.84697258e-01 1.79868209e-06
 1.03383206e-01 8.47057480e-10 1.18781384e-02 3.13373966e-10
 1.37536711e-08 7.31664382e-11]",[23.2788673  13.72426299  0.83531194]
LeNet,1,8655,2,2,False,0.2846467,"[1.35158916e-04 5.00068154e-10 9.80319977e-01 1.17935656e-07
 1.90361571e-02 1.93138794e-09 5.08454512e-04 1.43070403e-10
 2.51135779e-09 2.32639238e-11]","[8.2881982e-04 1.5716996e-08 6.9567329e-01 1.9076529e-06 2.0268738e-01
 2.6739388e-08 1.0080856e-01 8.5570555e-09 6.9391857e-09 8.9812702e-10]",[ 24.74125815  12.28337642 254.45665664]
LeNet,1,6574,2,2,False,0.26974767,"[1.4823415e-04 2.2863938e-07 9.6473730e-01 1.1725643e-05 3.4084495e-02
 7.3173076e-08 1.0142716e-03 4.3156083e-09 3.7254761e-06 1.1379920e-08]","[2.5414437e-04 2.4131718e-06 6.9498962e-01 5.2283554e-05 2.9954082e-01
 4.3272183e-07 5.1512010e-03 4.1830173e-08 8.8760189e-06 1.2023600e-07]",[24.92625979 15.63548535  0.81191876]
LeNet,1,7388,2,2,False,0.1135174,"[1.47576875e-03 1.00469415e-05 9.81437027e-01 2.79912292e-05
 1.02231856e-02 1.56064388e-07 6.75916858e-03 2.71472913e-07
 6.58458885e-05 7.26738961e-07]","[3.7087779e-03 2.9103717e-04 8.6791962e-01 1.8390825e-04 8.2924783e-02
 9.3153164e-07 4.4676416e-02 1.6322996e-06 2.8596874e-04 6.8302256e-06]",[ 26.11176259  13.80198021 254.20629781]
LeNet,1,5860,2,6,True,0.29829556,"[2.1090763e-04 5.9663058e-08 6.5140969e-01 2.0001694e-07 6.6988863e-02
 4.2407169e-10 2.8139022e-01 5.7046633e-12 1.1068429e-08 6.6463351e-10]","[1.7803440e-04 1.2928150e-07 3.5311413e-01 1.6975041e-07 2.0739198e-01
 5.7345179e-10 4.3931559e-01 1.1122825e-11 5.4671605e-09 1.0333527e-09]",[18.62705674 16.50407239 16.85627176]
LeNet,1,9397,2,4,True,0.44800827,"[5.2020798e-05 2.2660313e-08 8.0841476e-01 2.7685312e-06 1.8791930e-01
 9.8424113e-10 3.6107353e-03 1.2433948e-10 4.2407308e-07 5.7779963e-09]","[9.2850067e-05 4.2638078e-07 3.6040649e-01 7.1819518e-06 6.2905002e-01
 2.8546681e-09 1.0441760e-02 5.1745286e-10 1.1294082e-06 4.2162572e-08]",[24.62718803 15.19836628 62.41223757]
LeNet,1,9871,3,3,False,8.4757805e-05,"[6.7292149e-06 4.2238053e-06 6.6174277e-07 9.9998176e-01 1.6569852e-06
 4.9158304e-09 5.0399303e-06 1.3491808e-13 4.4191983e-09 2.0828448e-08]","[7.1108348e-05 1.1242442e-06 4.0579525e-06 9.9989700e-01 8.7129292e-06
 2.0366054e-08 1.7975270e-05 1.0981360e-12 2.4188425e-08 3.9273893e-08]",[  9.24973462   6.8566332  254.43283767]
LeNet,1,9522,3,3,False,0.00013101101,"[1.01634205e-05 1.96846122e-05 6.72443377e-07 9.99963760e-01
 6.59994797e-08 1.24409844e-10 5.63656340e-06 4.48108483e-14
 3.28979000e-09 1.58067692e-08]","[2.0276795e-05 1.3739364e-04 1.5376135e-06 9.9983275e-01 1.3491973e-07
 1.2524108e-10 7.8623807e-06 3.8262155e-14 1.4489932e-08 2.1523739e-08]",[  8.56625799   9.17601599 246.120008  ]
LeNet,1,7143,3,3,False,0.0036381483,"[1.5772863e-04 2.8862068e-08 5.7262235e-04 9.9845934e-01 6.4318854e-05
 3.2443579e-11 1.2504068e-04 1.4071051e-12 6.2096841e-04 1.6313780e-11]","[2.9756376e-04 1.6490496e-07 1.2943213e-03 9.9482119e-01 9.5780561e-05
 7.0905629e-11 2.1236617e-04 1.3533601e-12 3.2784734e-03 2.9345523e-11]",[ 14.47808455   1.82483474 254.65347402]
LeNet,1,4308,3,3,False,0.0015467405,"[4.1664254e-05 1.1852294e-07 4.1673709e-05 9.9893707e-01 9.0754055e-04
 3.0039080e-10 6.6003035e-05 6.0237501e-12 6.0070633e-06 2.4612002e-11]","[5.0148006e-05 3.9445342e-07 7.9882040e-05 9.9739033e-01 2.3504470e-03
 5.5178662e-10 1.1998934e-04 2.6578517e-11 8.7575063e-06 7.4538452e-11]",[ 11.31980569   9.38718449 254.66035634]
LeNet,1,4752,3,3,False,0.08107436,"[3.8721126e-02 1.6728792e-06 8.6088385e-03 9.1431808e-01 1.5225132e-02
 3.1796768e-07 2.2357639e-02 3.4039783e-08 7.6721254e-04 8.8943641e-10]","[1.1190247e-01 2.4112037e-06 9.3150018e-03 8.3324373e-01 1.0054692e-02
 4.2381694e-07 3.4048922e-02 8.0373219e-08 1.4322619e-03 1.4231913e-09]",[  7.60136547   2.38867538 254.90520118]
LeNet,1,2526,3,3,False,0.006634593,"[2.4336070e-05 1.0322097e-03 7.1384879e-06 9.9850804e-01 7.2892371e-06
 5.6190583e-08 1.6586635e-04 8.8545893e-10 2.4666687e-04 8.6122127e-06]","[5.3217605e-04 3.1053207e-03 4.7811598e-05 9.9187344e-01 4.8582497e-05
 2.3918625e-07 2.9247140e-03 7.8549585e-09 1.4526764e-03 1.5013857e-05]",[ 13.94012982   3.96860667 254.43548466]
LeNet,1,4709,3,3,False,0.004693985,"[5.2902426e-05 2.0581940e-06 9.0420181e-05 9.9628156e-01 3.5314762e-03
 5.8235680e-11 2.2507747e-05 1.6887908e-12 1.9007837e-05 7.3600970e-10]","[4.7570400e-05 3.9119500e-06 1.0081637e-04 9.9158758e-01 8.1798648e-03
 3.8084959e-11 6.1462117e-05 2.2664824e-12 1.8784169e-05 5.0067012e-10]",[ 4.87834789 13.83550313  0.3015739 ]
LeNet,1,9870,3,3,False,0.0843485,"[1.0695622e-06 9.6718045e-03 4.2864044e-06 9.8989236e-01 1.7102712e-04
 1.9471053e-10 2.5729754e-04 8.1600064e-14 2.1624533e-06 1.5111603e-07]","[2.71357976e-06 9.31669921e-02 1.79015497e-05 9.05543864e-01
 1.75266556e-04 8.33131453e-10 1.08616927e-03 1.11879175e-13
 5.86447459e-06 1.13382782e-06]",[ 25.77774225   7.43410503 254.85698133]
LeNet,1,7207,3,3,False,0.0033646226,"[2.4133817e-04 1.2240960e-03 1.2345016e-06 9.9833626e-01 7.5104953e-07
 6.2366674e-08 1.9205757e-04 1.4372377e-10 1.9275665e-06 2.2754691e-06]","[4.0402901e-04 4.3090265e-03 4.8706111e-06 9.9497163e-01 1.9277229e-06
 1.0988697e-06 2.5697472e-04 1.2658233e-09 9.7612019e-06 4.0672530e-05]",[ 25.48461239   4.58580279 254.54685902]
LeNet,1,6222,3,3,False,0.0046756864,"[1.6648250e-04 3.8911537e-08 8.7462662e-04 9.9856514e-01 2.7647673e-04
 8.6333770e-12 4.5021170e-05 1.8031621e-13 7.2298048e-05 1.8640246e-12]","[2.8317864e-04 1.0725091e-07 4.9113920e-03 9.9388945e-01 5.8807537e-04
 1.5940853e-11 1.0673589e-04 6.7563994e-13 2.2103540e-04 5.4711053e-12]",[  9.52000662  18.8486354  254.66989851]
LeNet,1,363,4,4,False,0.061314523,"[1.1883456e-04 1.3633288e-06 3.1094793e-02 1.1738973e-06 9.5417452e-01
 1.1076261e-06 1.4607691e-02 8.5048155e-09 3.0319418e-07 2.1559991e-07]","[2.8156012e-04 6.3757898e-06 6.5236308e-02 6.1951168e-06 8.9286000e-01
 1.6970564e-05 4.1588344e-02 4.4850385e-08 3.3452898e-06 1.0780509e-06]",[ 13.9022282   3.2569271 254.1785716]
LeNet,1,2243,4,4,False,0.1882919,"[1.3914122e-03 1.3286218e-06 7.1631216e-02 4.0684277e-05 8.6439341e-01
 5.7760167e-06 6.1837010e-02 3.2720584e-07 6.9797662e-04 8.0327641e-07]","[6.2384903e-03 7.9282718e-06 1.8289176e-01 1.1349856e-04 6.7610151e-01
 9.8434812e-06 1.3386957e-01 2.2045819e-07 7.6638896e-04 6.8990659e-07]",[  1.33075839   7.06799076 254.73946939]
LeNet,1,7107,4,4,False,0.09867567,"[1.7111362e-05 7.0709985e-09 2.0684019e-02 1.3073405e-08 9.6909940e-01
 3.5265116e-10 1.0199452e-02 2.4528288e-09 1.7624017e-09 5.9423964e-09]","[3.40949919e-05 1.24969075e-08 1.17561467e-01 1.62852114e-08
 8.70423734e-01 7.19390825e-10 1.19806202e-02 3.19391114e-09
 3.12968695e-09 6.69340094e-09]",[ 9.38846932 20.18944052  0.50874809]
LeNet,1,8536,4,4,False,0.21498513,"[8.61186636e-05 6.89869992e-08 1.18099146e-01 3.44949513e-05
 8.80183578e-01 2.69566591e-08 1.59595476e-03 9.69129132e-09
 7.62609659e-07 1.38079042e-08]","[7.9050929e-05 5.3930179e-08 3.3362421e-01 4.0859188e-05 6.6519845e-01
 2.2217918e-08 1.0547184e-03 5.1387343e-09 2.6510113e-06 6.6167285e-09]",[ 9.99876554 10.26882506  0.81598491]
LeNet,1,2676,4,4,False,0.05910206,"[1.8886849e-03 7.8071840e-05 3.9620656e-03 7.5173462e-03 9.7856462e-01
 1.4766698e-06 7.5521036e-03 4.9246574e-07 4.3164269e-04 3.5998671e-06]","[9.8783718e-03 1.1613542e-04 1.1904097e-02 2.9623808e-02 9.1946256e-01
 5.5118730e-06 2.6237583e-02 3.1830166e-06 2.7547465e-03 1.4071505e-05]",[  7.93266711   2.90253153 254.50980061]
LeNet,1,6148,4,6,True,0.20911187,"[5.8646733e-03 6.1814794e-06 1.7548559e-02 1.1109333e-04 6.4601302e-01
 4.2755479e-09 3.3040601e-01 6.4072100e-07 4.9858256e-05 6.1203906e-08]","[5.3283828e-03 5.7256179e-06 1.3238492e-02 1.2854690e-04 4.3690115e-01
 4.5951092e-09 5.4434603e-01 8.1630247e-07 5.0770472e-05 8.1604121e-08]",[11.25826907 24.14416256 10.23940877]
LeNet,1,1671,4,4,False,0.100221574,"[2.4348548e-05 1.6951219e-06 1.6622538e-02 2.2747238e-07 9.7858334e-01
 2.1735207e-09 4.7676717e-03 2.3491191e-09 1.7249035e-07 6.9408379e-08]","[6.5065535e-05 4.1227290e-06 1.0555616e-01 7.6338347e-07 8.7836176e-01
 6.5027743e-09 1.6011303e-02 5.0188054e-09 6.0395166e-07 1.3505807e-07]",[11.87933655 21.54870452  0.94072444]
LeNet,1,5157,4,4,False,0.0618155,"[2.3946336e-03 7.1546921e-05 6.7447796e-03 1.4125274e-02 9.7494513e-01
 4.9557370e-06 1.6903570e-03 1.5293669e-07 2.1761723e-05 1.5385870e-06]","[2.9624367e-02 4.2921776e-05 1.7019775e-02 3.5848320e-02 9.1312963e-01
 1.9549430e-05 3.8964523e-03 2.2104639e-06 4.0831024e-04 8.5394058e-06]",[ 16.90067794  25.5890702  254.31857305]
LeNet,1,8484,4,6,True,0.14998376,"[1.0020323e-04 2.1504768e-06 1.1103149e-02 5.4132812e-05 5.4189175e-01
 1.3180505e-07 4.4684309e-01 2.3666560e-07 4.0230448e-06 1.1153910e-06]","[1.1291885e-04 1.6593754e-06 9.7111491e-03 5.1930263e-05 3.9190799e-01
 1.4803540e-07 5.9820586e-01 3.2143160e-07 6.1722167e-06 1.7771830e-06]",[  6.91336933  23.17272299 251.87203025]
LeNet,1,8969,4,6,True,0.40890437,"[3.94479022e-04 4.22979554e-07 9.36088413e-02 6.91943133e-05
 8.52938652e-01 9.79508741e-07 5.29869124e-02 5.15348084e-08
 3.02742819e-07 1.01641795e-07]","[3.0223152e-04 3.7438103e-06 3.7298750e-02 2.6623806e-04 4.4403428e-01
 1.1997532e-06 5.1809275e-01 6.6184882e-08 4.6291137e-07 2.5645662e-07]",[ 25.94806254  14.1965874  212.15754513]
LeNet,1,3161,5,5,False,0.25205392,"[3.1779898e-08 5.8064812e-12 2.1382518e-10 9.6595221e-10 6.7439732e-10
 9.9847251e-01 4.9667435e-09 1.5239929e-03 2.8609236e-06 5.8018134e-07]","[3.6115267e-07 4.8371940e-10 2.7790046e-08 9.0098808e-09 7.9785520e-09
 7.4641860e-01 1.9088412e-07 2.5355393e-01 6.1120531e-06 2.0698473e-05]",[ 21.20773482  19.59571382 254.33183942]
LeNet,1,4793,5,5,False,0.0018973947,"[7.7179417e-12 2.8718762e-15 7.9846953e-13 1.0035191e-11 5.0462873e-13
 9.9996901e-01 1.9509062e-12 3.0909334e-05 3.9134826e-10 6.8990936e-08]","[6.1496128e-11 9.7561824e-14 1.1599761e-11 1.3011829e-10 1.6738443e-12
 9.9807161e-01 1.1394185e-11 1.9272092e-03 3.7752534e-09 1.1795435e-06]",[ 21.56223009  17.42258185 254.17052225]
LeNet,1,8063,5,5,False,9.703636e-05,"[2.6549167e-11 9.2683099e-13 5.0520772e-12 1.3321170e-11 1.3387261e-12
 9.9999940e-01 4.4699657e-11 2.8935949e-07 1.9866915e-09 3.4238445e-07]","[5.4671034e-08 1.3531139e-10 8.4787297e-09 1.0099014e-08 7.8637513e-10
 9.9990237e-01 5.1082598e-08 1.1731023e-05 3.2977600e-06 8.2468621e-05]",[  6.12893526   8.68760014 254.50490989]
LeNet,1,6712,5,5,False,0.0015082359,"[2.6871617e-06 6.5642457e-12 3.3981799e-08 1.4370944e-08 1.1068004e-11
 9.9975818e-01 2.9795711e-07 2.3534289e-04 4.4970110e-07 2.8313361e-06]","[7.0308603e-04 5.9543155e-11 7.9309011e-06 6.3529424e-06 1.6590723e-09
 9.9824995e-01 1.0805632e-04 5.4649392e-04 3.6118564e-04 1.7068922e-05]",[  9.69096867   3.68286228 254.41287163]
LeNet,1,4977,5,5,False,5.9604645e-06,"[3.7607209e-11 8.6676803e-13 5.1019577e-11 1.8842894e-09 1.3878409e-13
 9.9999893e-01 4.8186947e-11 9.3852714e-07 7.8622608e-10 8.3156699e-08]","[7.2577624e-11 3.3429960e-12 6.8173349e-11 3.1809280e-09 1.9379752e-13
 9.9999297e-01 7.4255553e-11 6.6214825e-06 3.2495242e-09 3.1150009e-07]",[  9.83485482  25.49782838 254.08958287]
LeNet,1,9550,5,5,False,0.0016830564,"[4.6783947e-13 2.7363900e-16 7.6739945e-14 6.7598775e-13 8.7382333e-15
 9.9997199e-01 2.5555657e-14 2.8020135e-05 1.2382512e-11 3.2242504e-08]","[4.7194440e-12 1.7377814e-14 1.3906761e-12 2.2720204e-11 7.5449799e-14
 9.9828893e-01 5.3680422e-13 1.7108558e-03 8.8229957e-10 1.8078164e-07]",[ 21.23629349  13.04860307 254.38004902]
LeNet,1,4835,5,5,False,3.695488e-06,"[2.7736071e-12 4.9803401e-13 2.5239042e-13 1.3210156e-14 1.0842527e-14
 9.9999988e-01 1.7298977e-13 4.2262794e-08 1.6588445e-10 1.1987146e-07]","[9.0800145e-11 8.2592943e-12 6.7325468e-12 7.1711994e-13 6.1846104e-14
 9.9999619e-01 4.7745731e-12 9.6002179e-07 2.1593825e-09 2.8196650e-06]",[ 10.52169607  15.40676621 254.91777725]
LeNet,1,1947,5,5,False,1.1920929e-07,"[2.9115844e-18 3.7344452e-17 1.5008083e-19 2.1384618e-21 5.9994520e-22
 1.0000000e+00 3.3491389e-20 3.7970804e-11 2.8949573e-20 2.8588298e-09]","[3.9955464e-17 2.5321407e-16 1.7970418e-18 4.7115442e-20 6.5130170e-21
 9.9999988e-01 6.1224362e-19 2.2816486e-10 1.8895793e-19 5.9665943e-08]",[ 12.54924774  16.83098046 252.94494013]
LeNet,1,8026,5,5,False,0.0026293397,"[2.0729275e-10 2.4265768e-15 5.8337462e-12 3.6527751e-12 7.7757690e-13
 9.9983525e-01 8.8184814e-13 1.6464620e-04 5.7427570e-11 7.6131982e-08]","[2.4995206e-09 4.3957879e-14 5.4190506e-11 1.6990516e-10 1.5722763e-11
 9.9720591e-01 1.7455072e-11 2.7935996e-03 8.8424357e-10 4.4516509e-07]",[ 24.52382066  15.0495778  254.75823898]
LeNet,1,4047,5,9,True,0.31981042,"[7.7502064e-06 6.1764167e-06 1.3294765e-05 6.7692847e-05 1.1898890e-06
 6.4464545e-01 4.4781964e-06 2.1772049e-01 2.5754494e-03 1.3495800e-01]","[9.0266636e-05 2.1214439e-05 1.0426948e-04 6.7369256e-04 1.2860707e-05
 3.2483503e-01 7.8086414e-05 1.3019381e-01 3.3615872e-02 5.1037490e-01]",[  6.03506378   3.49286363 207.11197959]
